Data,contabil_bndu_imobiliario_br,contabil_financiamento_comercial_br,contabil_financiamento_residencial_br,credito_contratacao_contratado_pf_comercial_br,credito_contratacao_contratado_pf_fgts_br,credito_contratacao_contratado_pf_home_equity_br,credito_contratacao_contratado_pf_livre_br,credito_contratacao_contratado_pf_sfh_br,credito_contratacao_indexador_pf_ipca_br,credito_contratacao_indexador_pf_outros_br,credito_contratacao_indexador_pf_prefixado_br,credito_contratacao_indexador_pf_tr_br,credito_contratacao_ltv_pf_comercial_br,credito_contratacao_ltv_pf_fgts_br,credito_contratacao_ltv_pf_home_equity_br,credito_contratacao_ltv_pf_livre_br,credito_contratacao_ltv_pf_sfh_br,credito_contratacao_taxa_pf_comercial_br,credito_contratacao_taxa_pf_fgts_br,credito_contratacao_taxa_pf_home_equity_br,credito_contratacao_taxa_pf_livre_br,credito_contratacao_taxa_pf_sfh_br,credito_estoque_ativo_problematico_pf_comercial_br,credito_estoque_ativo_problematico_pf_fgts_br,credito_estoque_ativo_problematico_pf_home_equity_br,credito_estoque_ativo_problematico_pf_livre_br,credito_estoque_ativo_problematico_pf_sfh_br,credito_estoque_carteira_credito_pf_comercial_br,credito_estoque_carteira_credito_pf_fgts_br,credito_estoque_carteira_credito_pf_home_equity_br,credito_estoque_carteira_credito_pf_livre_br,credito_estoque_carteira_credito_pf_sfh_br,credito_estoque_inadimplencia_pf_comercial_br,credito_estoque_inadimplencia_pf_fgts_br,credito_estoque_inadimplencia_pf_home_equity_br,credito_estoque_inadimplencia_pf_livre_br,credito_estoque_inadimplencia_pf_sfh_br,credito_estoque_indexador_pf_ipca_br,credito_estoque_indexador_pf_outros_br,credito_estoque_indexador_pf_prefixado_br,credito_estoque_indexador_pf_tr_br,credito_estoque_parcela_pf_comercial_br,credito_estoque_parcela_pf_fgts_br,credito_estoque_parcela_pf_home_equity_br,credito_estoque_parcela_pf_livre_br,credito_estoque_parcela_pf_sfh_br,credito_estoque_risco_operacao_pf_a_br,credito_estoque_risco_operacao_pf_aa_br,credito_estoque_risco_operacao_pf_b_br,credito_estoque_risco_operacao_pf_c_br,credito_estoque_risco_operacao_pf_comercial_a_br,credito_estoque_risco_operacao_pf_comercial_aa_br,credito_estoque_risco_operacao_pf_comercial_b_br,credito_estoque_risco_operacao_pf_comercial_c_br,credito_estoque_risco_operacao_pf_comercial_d_mais_br,credito_estoque_risco_operacao_pf_d_mais_br,credito_estoque_risco_operacao_pf_fgts_a_br,credito_estoque_risco_operacao_pf_fgts_aa_br,credito_estoque_risco_operacao_pf_fgts_b_br,credito_estoque_risco_operacao_pf_fgts_c_br,credito_estoque_risco_operacao_pf_fgts_d_mais_br,credito_estoque_risco_operacao_pf_home_equity_a_br,credito_estoque_risco_operacao_pf_home_equity_aa_br,credito_estoque_risco_operacao_pf_home_equity_b_br,credito_estoque_risco_operacao_pf_home_equity_c_br,credito_estoque_risco_operacao_pf_home_equity_d_mais_br,credito_estoque_risco_operacao_pf_livre_a_br,credito_estoque_risco_operacao_pf_livre_aa_br,credito_estoque_risco_operacao_pf_livre_b_br,credito_estoque_risco_operacao_pf_livre_c_br,credito_estoque_risco_operacao_pf_livre_d_mais_br,credito_estoque_risco_operacao_pf_sfh_a_br,credito_estoque_risco_operacao_pf_sfh_aa_br,credito_estoque_risco_operacao_pf_sfh_b_br,credito_estoque_risco_operacao_pf_sfh_c_br,credito_estoque_risco_operacao_pf_sfh_d_mais_br,direcionamento_6100_br,direcionamento_6101_br,direcionamento_6102_br,direcionamento_6104_br,direcionamento_6107_br,direcionamento_6109_br,direcionamento_6113_br,direcionamento_6117_br,direcionamento_6119_br,direcionamento_6122_br,direcionamento_6123_br,direcionamento_6124_br,direcionamento_6139_br,direcionamento_6143_br,direcionamento_6166_br,direcionamento_6172_br,direcionamento_6178_br,direcionamento_6180_br,direcionamento_6200_br,direcionamento_6201_br,direcionamento_6202_br,direcionamento_6204_br,direcionamento_6206_br,direcionamento_6208_br,direcionamento_6209_br,direcionamento_6210_br,direcionamento_6214_br,direcionamento_6215_br,direcionamento_6216_br,direcionamento_6217_br,direcionamento_6218_br,direcionamento_6266_br,direcionamento_6280_br,direcionamento_6707_br,direcionamento_6716_br,direcionamento_6719_br,direcionamento_6720_br,direcionamento_6722_br,direcionamento_6730_br,direcionamento_6778_br,direcionamento_6800_br,direcionamento_6801_br,direcionamento_6802_br,direcionamento_6804_br,direcionamento_6805_br,direcionamento_6810_br,direcionamento_6814_br,direcionamento_6816_br,direcionamento_6817_br,direcionamento_6818_br,direcionamento_6830_br,direcionamento_6831_br,direcionamento_6838_br,direcionamento_6866_br,direcionamento_6880_br,direcionamento_aplicacao_comercial_br,direcionamento_aplicacao_imobiliario_br,direcionamento_aplicacao_residencial_br,direcionamento_aquisicao_comercial_br,direcionamento_aquisicao_imobiliario_br,direcionamento_aquisicao_residencial_br,direcionamento_construcao_comercial_br,direcionamento_construcao_imobiliario_br,direcionamento_construcao_residencial_br,direcionamento_reforma_ampliacao_comercial_br,direcionamento_reforma_ampliacao_imobiliario_br,direcionamento_reforma_ampliacao_residencial_br,fontes_cri_br,fontes_lci_br,fontes_lh_br,fontes_lig_br,fontes_sbpe_captacao_br,fontes_sbpe_saldo_br,imoveis_area_privativa_br,imoveis_area_total_br,imoveis_dormitorio_1_br,imoveis_dormitorio_2_br,imoveis_dormitorio_3_br,imoveis_dormitorio_4_mais_br,imoveis_garantia_alienacao_fiduciaria_br,imoveis_garantia_hipoteca_br,imoveis_implantacao_condominio_br,imoveis_implantacao_isolado_br,imoveis_tipo_apartamento_br,imoveis_tipo_casa_br,imoveis_valor_avaliacao_br,imoveis_valor_compra_br,indices_imobiliario_pib_br,indices_ivg_r_br,indices_mvg_r_br,indices_pib_br,indices_selic_br,credito_contratacao_contratado_mediana_pf_comercial,credito_contratacao_contratado_mediana_pf_fgts,credito_contratacao_contratado_mediana_pf_home_equity,credito_contratacao_contratado_mediana_pf_livre,credito_contratacao_contratado_mediana_pf_sfh,contratacao_pf_total
2021-10-31,,12921086511.0,820821424375.73,61648840.62,2884169079.58,418976489.1,2199004988.09,11172267025.83,198591626.33,652495098.63,219088482.66,15665891215.6,62.16,72.81,44.12,62.77,68.47,9.25,6.09,14.16,7.73,7.82,28083462.92,30337788285.0,746697880.99,1566669717.55,10494032308.58,1742838531.28,357815609608.92,12749886037.6,59966232127.1,384760202731.94,1.01,2.36,3.44,0.78,0.76,18606417302.37,23060182108.22,6459023474.8,768909146151.45,1869.81,494.33,1639.47,2266.44,1430.85,6.85,69.51,11.06,7.73,7.82,79.95,7.06,3.39,1.77,4.84,7.19,58.55,15.37,11.14,7.74,16.04,47.58,19.58,10.92,5.87,5.98,80.9,6.77,3.92,2.42,6.36,78.6,7.46,5.07,2.51,670044362141.1,7225233984.08,9736150575.46,46186632.56,0.0,840634038.6,45313170838.98,12924015059.02,5381988.39,0.0,2562867502.2,0.0,1594380271.87,10177583235.49,56437986871.0,1060703557.97,16712500374.34,53154369.57,56623390134.79,8804705506.02,4455952693.8,450088258.72,26599254928.49,185225209.46,3063775705.57,2519939047.81,2228451198.85,87310621714.7,214013323552.9,101785411593.0,39278057.64,3879152264.83,176547639.37,0.0,0.0,0.0,81854902.91,0.0,0.0,43281831239.0,9102036135.48,2324024821.2,63449277.19,0.0,106885163.59,808926051.59,0.0,5697867525.45,6542332605.76,0.0,6647200023.43,0.0,0.0,775400876.44,286232538.97,51073931092.77,582063452800.77,530989521708.0,9102036135.48,735769788411.37,726667752275.89,775400876.44,61092540012.27,60317139135.83,286232538.97,515934547.91,229702008.94,97735621443.96,124181798921.79,,40357168346.77,2878377300.0,787123487160.0,67.91,91.44,19201.0,42719.0,18276.0,3588.0,76737.0,7047.0,40889.0,42895.0,27796.0,55988.0,245000.0,233000.0,9.39,639.71,223000.0,8815668336809.04,7.75,160000.0,112000.0,145000.0,651086.75,200000.0,16736066423.22
2021-11-30,,12763061796.3,830288199358.16,61623429.38,2688073397.89,404535417.66,2097156548.06,11912760883.06,181832189.15,467026486.72,218819661.43,16296471338.75,64.82,72.74,44.83,61.65,68.11,9.7,6.0,14.79,8.12,8.1,28996991.31,31148883755.76,783306819.98,1507914859.28,10591418209.6,1763256774.31,359112935665.89,12947731214.04,60856968242.95,391606103201.07,1.11,2.41,3.78,0.75,0.75,18692136964.22,22524555204.4,6521002117.69,778549300811.95,1835.54,495.85,1632.85,2242.2,1428.85,7.91,68.39,11.5,7.39,7.86,81.42,5.8,3.13,1.78,4.81,9.89,55.32,16.63,10.42,7.74,16.08,46.85,19.56,11.39,6.12,5.87,81.54,6.46,3.82,2.32,6.15,78.98,7.34,5.06,2.47,677374162997.76,7208151018.48,9981574154.92,44337158.47,0.0,821330919.79,45506957078.43,12931561498.53,4103024.35,0.0,1744127633.7,0.0,1573124901.98,10059523550.11,57404168491.59,1050186457.77,16261700724.21,55063080.88,59029289861.96,8926653908.92,4870272380.94,441138520.53,27854421237.05,182633069.29,3098280167.71,2574923699.02,2572174583.47,93546904643.29,211969489816.04,104549781318.44,39514268.04,4005719118.11,175527894.52,0.0,0.0,0.0,74244959.39,0.0,0.0,42155990296.54,9217816700.7,2327629807.52,60232380.8,0.0,104938534.84,783835690.97,0.0,5703508910.79,6534244553.54,0.0,6634636872.29,0.0,0.0,631044327.14,283730749.31,49887856936.39,586900669588.73,537012812652.34,9217816700.7,745621269560.42,736403452859.72,631044327.14,62040931936.84,61409887609.7,283730749.31,514321724.71,230590975.4,98934419029.53,130823041054.01,,44117448672.73,6750010110.0,780651422940.0,67.0,92.99,14775.0,42813.0,19018.0,3564.0,73909.0,6261.0,41654.0,38516.0,25390.0,54780.0,248000.0,239000.0,9.38,641.71,229000.0,8923865301434.54,7.75,155194.58,112000.0,140000.0,581000.0,200801.39,17164149676.05
2021-12-31,,13046375984.86,840086841004.13,72896960.28,4212941947.61,335715750.77,1860162531.33,10251056100.45,169854715.55,228937319.62,223189992.27,16110791263.0,64.49,72.35,44.32,62.31,68.27,10.07,6.61,15.35,9.02,9.15,27496630.48,31140346657.77,716446074.08,1479204836.34,10408421836.01,1801966328.31,361486071074.32,12982842266.89,61701253867.7,397289237441.34,0.96,2.27,3.17,0.74,0.7,18754952576.25,17764020094.71,6581329395.78,792161068911.82,1841.52,530.74,1640.06,2392.05,1486.11,8.05,68.66,11.38,7.13,8.24,80.84,6.07,2.96,1.88,4.79,10.12,55.6,16.35,10.12,7.82,15.78,47.29,20.04,11.57,5.32,6.11,81.58,6.38,3.64,2.29,6.21,79.17,7.37,4.82,2.42,684602576710.28,7300959762.5,9937549905.45,42700218.19,0.0,817287824.79,45720856897.71,12984635317.18,4103435.51,0.0,794285012.79,0.0,1560055387.35,9940869902.33,58434911782.73,1038924589.36,15808668748.9,58086150.88,59794142388.53,9053401485.79,1706780933.93,431132905.94,28803762815.32,179310839.71,2935841795.37,2688558766.58,2597779781.11,103609647015.7,209863180596.55,108385830275.69,39820727.71,4157970045.71,173547600.51,0.0,0.0,0.0,42706049.71,0.0,0.0,41045648541.83,9573855462.12,2263853683.7,28264838.57,0.0,103702815.77,743757284.48,0.0,5644993818.0,6358018815.65,0.0,6457769450.19,0.0,0.0,630827932.28,281371673.97,49083332999.55,581969425800.55,532886092801.0,9573855462.12,753970574560.93,744396719098.81,630827932.28,63223709760.72,62592881828.44,281371673.97,513005425.36,231633751.39,105656479611.61,140924871707.65,,47606306224.38,1344942840.0,790109013750.0,60.7,85.2,11811.0,46267.0,15529.0,2761.0,71010.0,5358.0,38840.0,37528.0,24522.0,51846.0,213400.0,200000.0,9.4,643.4,240000.0,9012141999284.48,9.25,175000.0,112400.0,140000.0,600000.0,200000.0,16732773290.44
2022-01-31,,13108409979.34,846685452619.11,57343483.48,2522074270.62,264103623.06,1561117708.56,8933457533.35,171798283.03,185523121.82,201941923.29,12778833290.93,63.87,72.67,45.38,61.53,68.04,10.78,6.87,19.25,9.51,9.6,31231619.79,31681162898.86,698540045.81,1505828530.41,10493495198.36,1830344807.46,362788482483.37,12857081424.36,62461810264.13,402063369302.53,1.11,2.74,3.22,0.85,0.78,18786711984.34,17677836150.33,6652634232.2,798883905914.98,1847.83,537.48,1651.32,2441.18,1499.04,8.05,68.89,11.21,7.06,8.18,79.72,6.5,3.63,1.97,4.8,10.14,55.98,16.05,9.96,7.87,15.96,46.99,20.43,11.24,5.38,6.04,81.67,6.33,3.66,2.3,6.22,79.2,7.33,4.84,2.41,689559435094.19,7920804612.3,13058335657.43,40887808.45,0.0,802354505.63,45945133522.48,12907732927.01,4276138.21,0.0,612881094.2,0.0,1554142314.76,9906856988.91,59292123984.05,1027799062.66,15357350186.83,59950101.28,60326878167.78,9194900983.9,3763711888.33,422079696.49,29603409690.98,0.0,2834576671.06,2611747820.58,2591832181.7,108596021322.7,209095975814.89,110676366640.1,40117269.24,4324311431.54,173073465.79,0.0,0.0,0.0,42035580.72,0.0,0.0,39936240956.88,9660878175.23,1758549333.74,28277881.58,0.0,0.0,723856216.71,0.0,6251420753.26,6351066496.96,0.0,6450190204.27,0.0,0.0,1152265901.39,279185190.47,47344921029.33,586423599427.14,539078678397.81,9660878175.23,759547191437.2,749886313261.97,1152265901.39,64768701316.98,63616435415.59,279185190.47,512208757.54,233023567.07,106951318976.71,149232837973.71,,50119921959.85,707033720.0,778569770550.0,67.04,91.84,10007.0,34831.0,15873.0,2921.0,59355.0,4277.0,31347.0,32285.0,21220.0,42412.0,240000.0,230000.0,9.43,644.81,250000.0,9058295056907.879,9.25,165750.0,113687.03,137341.98,500000.0,204000.0,13338096619.07
2022-02-28,,13331126317.52,854136232385.28,68021172.52,3155960644.61,507556738.91,1489712916.8,8813776394.92,171950145.08,137359397.46,179423511.6,13546294813.62,59.54,72.72,42.25,62.58,68.29,10.08,6.18,14.26,8.94,8.98,33363073.04,32389315480.05,696708670.2,1528316439.35,10724830191.19,1870894273.1,363838818290.23,13217694931.51,63225639723.79,406945669640.53,1.27,3.21,3.07,0.93,0.93,18832592245.02,17335802791.99,6727443961.39,806202877860.76,1849.24,543.81,1644.73,2453.47,1508.53,8.02,68.93,11.27,6.98,7.32,80.4,6.61,3.71,1.97,4.81,10.28,55.97,16.03,9.8,7.92,15.6,46.43,20.79,11.75,5.44,5.9,81.61,6.54,3.67,2.28,6.08,79.22,7.47,4.83,2.41,695006624572.13,8168051808.38,12983711726.32,39369777.25,0.0,787835208.81,46146095200.41,12546155858.78,4136584.37,0.0,528466630.13,0.0,1560397901.09,9765421974.97,60199485751.37,1019861308.74,14918462713.47,62752491.27,60909692514.05,9509567318.83,3865622050.04,413842056.68,30399648302.41,0.0,2773065474.59,2517893643.83,2503467696.85,112504413698.56,206618981989.93,113484918666.92,91163204.39,4477659097.93,172600321.49,0.0,0.0,0.0,41197337.54,0.0,0.0,38826123198.83,9809883194.94,1773358783.98,24949403.68,0.0,0.0,707098730.47,0.0,7026702268.21,6359685030.93,0.0,6458397100.87,0.0,0.0,1151615630.31,276766590.43,45600607996.83,588117149767.26,542516541770.43,9809883194.94,765726200281.12,755916317086.18,1151615630.31,65828760479.61,64677144849.3,276766590.43,512119403.19,235352812.76,108217713653.53,154851429818.52,,53245080126.61,5895211550.0,780106681840.0,62.24,87.28,8863.0,34760.0,12498.0,2299.0,54988.0,3432.0,30681.0,27739.0,18116.0,40304.0,225000.0,215000.0,9.46,645.94,240000.0,9104104704532.17,10.75,170000.0,116881.74,139309.59,410900.0,203770.0,14035027867.76
2022-03-31,,13447823042.82,861881495527.16,56367135.47,3244117754.42,391365988.91,1839934282.36,8770289600.86,386359346.84,195222964.59,238187827.49,13482304623.1,65.17,72.63,42.9,61.91,68.74,11.28,7.48,16.5,10.26,10.28,33649688.68,32349722766.58,677243951.66,1523614630.16,10784227049.07,1881183805.61,365446325514.06,13457279876.07,64123742816.81,411349075887.61,1.24,3.13,2.9,0.86,0.86,19369824083.05,17358249127.78,6829996074.1,812699538615.23,1853.16,534.68,1671.54,2443.96,1499.19,8.2,68.63,11.29,7.03,7.61,81.2,6.05,3.09,2.05,4.85,10.66,55.36,16.09,9.84,8.05,15.3,43.99,20.13,15.35,5.23,5.59,82.1,6.31,3.74,2.26,6.19,79.06,7.54,4.8,2.42,700157389708.52,8469756443.84,15196263522.85,37730214.61,0.0,777067412.91,46375999947.77,12330674521.4,4153017.01,0.0,412165169.06,0.0,1542894250.92,9781523930.89,61177708198.32,1007512277.12,14480454255.86,68022571.41,61697853239.06,9834081929.53,3975175113.84,405410393.75,31189747462.1,0.0,2673550604.49,2255901790.45,2232059952.41,121520042197.98,204939012788.05,116674500047.16,92382454.75,4647762671.53,171859148.58,0.0,0.0,0.0,40624812.67,0.0,0.0,37710628460.43,9885588737.65,1795521932.58,24891974.0,0.0,0.0,681771451.24,0.0,7155876614.99,6353915809.84,0.0,6445539447.64,0.0,0.0,1147101347.2,274527491.86,44415153605.1,586803483622.45,542388330017.35,9885588737.65,771740831685.23,761855242947.58,1147101347.2,66972572217.05,65825470869.85,274527491.86,514409211.85,239881719.99,110980319618.44,164820029232.72,,58161866001.83,4804639180.0,771576872320.0,61.25,87.88,10269.0,42641.0,15373.0,2814.0,67556.0,3541.0,37348.0,33749.0,21556.0,49541.0,225000.0,214300.0,9.47,646.84,226000.0,9175000042762.41,11.75,175885.27,118514.22,141368.08,591218.27,208800.0,14302074762.02
2022-04-30,,13773259041.8,869824581834.51,61479650.54,3517649697.98,304272260.48,1660666525.06,8384734565.54,157384514.36,195532422.53,170199091.53,13405686671.18,63.15,72.64,43.51,63.02,68.67,11.0,7.14,16.86,9.89,9.89,32049787.54,32718460058.72,669552280.23,1533075168.35,11158761083.56,1907410535.68,367097672994.26,13572327083.77,65080443675.53,416033595454.58,0.98,2.92,2.68,0.85,0.87,19479261836.6,17471263256.4,6869321566.62,819871603084.2,1851.58,534.04,1674.08,2446.3,1498.99,7.91,69.26,10.9,7.1,7.15,81.01,6.51,3.38,1.95,4.83,10.21,56.58,15.23,9.97,8.02,15.25,43.7,23.27,12.44,5.34,5.47,82.24,6.16,3.88,2.25,6.03,79.21,7.44,4.91,2.42,705878961477.43,8880088710.51,15450028337.04,35741301.05,0.0,762466182.62,46554448639.13,11849814496.57,3855211.36,0.0,405234860.39,0.0,1545747905.66,9638441825.61,62038320627.65,997960283.86,14027729105.24,71206173.65,62656845906.57,10056117441.26,4589151613.35,400243071.48,31953989628.17,0.0,2631136697.39,2034514453.01,1910310881.13,124908824034.7,202645191850.36,119694013524.23,93653380.52,4806457769.45,170896578.7,0.0,0.0,0.0,39425218.52,0.0,0.0,36600282390.28,10088310553.85,1787519194.75,22468776.4,0.0,0.0,674898163.71,0.0,7619660317.39,6347848395.68,0.0,6436647922.03,0.0,0.0,1174236748.77,272495055.89,43049924874.09,590426859779.52,547376934905.43,10088310553.85,778624117937.85,768535807384.0,1174236748.77,68019015145.87,66844778397.1,272495055.89,514597808.24,242102752.35,112977617652.09,169988015260.9,18120026.61,61979165294.16,5055136840.0,768208166010.0,60.49,87.53,8710.0,34271.0,12029.0,2142.0,54005.0,3147.0,30908.0,26244.0,15578.0,41574.0,230000.0,220745.65,9.46,647.56,221950.0,9269024596302.75,11.75,173250.0,122400.0,131399.5,500200.0,206324.04,13928802699.599998
2022-05-31,,14659919393.15,879794745726.77,62084081.01,4026968077.37,437782112.97,1864916043.95,9450076221.87,194467426.83,268643627.81,197729718.3,15180985764.23,60.82,72.6,43.04,62.25,69.21,12.14,8.29,16.75,11.17,11.16,32409535.8,33224215002.48,671370521.84,1583838631.99,11685736194.96,1933913312.0,369382839614.73,13786556664.62,66165892191.0,421827506031.23,1.02,2.74,2.51,0.86,0.86,19694497420.96,17633529642.2,6922586231.71,828846094518.71,1860.14,540.33,1695.64,2466.16,1508.58,8.17,69.11,11.02,7.08,7.48,81.23,6.35,3.03,1.9,4.62,10.61,55.7,15.92,10.23,7.54,17.46,43.73,21.23,12.24,5.34,5.61,82.8,5.61,3.71,2.26,6.14,79.48,7.27,4.69,2.42,712980930130.1,9245306352.27,14558763604.26,34286939.87,0.0,749964724.25,46784480022.47,11925920768.2,3869468.06,0.0,398560593.81,0.0,1528810292.91,9511953777.41,63118746055.31,988801855.99,13592393215.45,75673257.25,63486566044.9,10331339419.97,4984916331.12,395747614.01,32849526328.8,0.0,2514470483.66,2034151180.04,1929365461.22,128047622681.88,201834167290.25,123310038310.84,94521801.42,5021304674.68,205001978.79,0.0,0.0,0.0,38864242.59,0.0,0.0,35486360265.17,10854777467.23,1804393470.27,55666903.43,0.0,0.0,709503759.07,0.0,7745366220.36,6346544238.9,0.0,6431112871.53,0.0,0.0,1164942001.07,270441508.96,42646423544.88,593955071925.23,551308648380.35,10854777467.23,787322273642.23,776467496175.0,1164942001.07,69304992731.06,68140050729.99,270441508.96,551116745.0,280675236.04,118124932871.3,175076819479.76,61407884.06,65421826217.36,3397449790.0,777673268890.0,61.31,86.76,11582.0,48451.0,17333.0,2867.0,76605.0,3628.0,41692.0,38541.0,23573.0,56660.0,225000.0,215000.0,9.47,648.16,221000.0,9379391531390.77,12.75,182000.0,120319.05,146899.2,427000.0,208000.0,15841826537.170002
2022-06-30,,14894462659.1,891021224508.87,92076273.83,4260896070.45,468803252.67,2062830250.21,10521626547.59,196553623.74,351983546.05,199946211.63,16657749013.33,67.88,72.32,42.72,62.11,69.1,11.7,8.14,16.71,11.05,11.01,30985976.04,33053010597.96,652591216.72,1549280962.79,11726328963.45,1994054185.05,372100397608.73,14023034087.75,67491411188.12,428241414246.74,0.89,2.43,2.28,0.78,0.78,19699121864.58,17853844392.58,6974152121.9,839323192937.33,1866.43,539.47,1704.36,2473.27,1511.09,8.03,68.73,11.15,7.42,7.66,81.46,6.01,2.97,1.9,4.68,10.35,54.54,16.33,11.03,7.76,15.85,45.25,21.36,12.27,5.27,5.66,83.37,5.37,3.39,2.2,6.13,79.46,7.25,4.78,2.38,721157282589.15,9845011688.66,15302618322.65,32863060.7,0.0,733015401.02,48518553208.73,11680526262.84,3891486.95,0.0,391672031.73,0.0,1522817640.7,9411138032.93,64252988334.34,978886370.09,13155665148.68,79938857.25,64649254577.51,10937592728.57,5142052075.78,397565039.47,33825175223.78,0.0,2492168592.52,1971399527.33,1831608910.97,131549107364.55,199812958623.0,127283991978.24,92711503.71,5235116051.38,204172337.37,0.0,0.0,0.0,38418480.15,0.0,0.0,34375151026.93,11001833263.09,1808771843.04,102963535.27,0.0,0.0,736822603.79,0.0,7741922300.89,6334427292.87,0.0,6418347205.47,0.0,0.0,1194131490.53,268448832.49,41791701726.7,602359343872.9,560567642146.2,11001833263.09,796808370429.75,785806537166.66,1194131490.53,70682235876.25,69488104385.72,268448832.49,552560027.11,284111194.62,124846357521.6,179241623017.11,29426003.97,69009525755.24,5845908700.0,779181432740.0,62.34,88.0,12082.0,46075.0,16323.0,2854.0,73563.0,3771.0,40935.0,36399.0,22681.0,54653.0,230000.0,220000.0,9.48,648.67,221950.0,9488842702224.5,13.25,205295.0,120000.0,149993.98,375495.04,210000.0,17406232394.75
2022-07-31,,15088775429.62,902415793019.77,63079414.01,4066014535.14,448471913.46,2315071396.07,11200169651.05,200107538.4,427329303.56,174057952.64,17291312115.13,61.64,72.25,42.19,62.87,69.23,12.44,8.24,16.57,11.29,11.23,30981000.04,33505292934.36,680301158.77,1560294729.44,12005377657.49,2031180622.41,374434609529.56,14304293011.71,69095947666.87,435496460659.96,0.88,2.47,2.42,0.81,0.82,19650343237.63,18131405734.13,7067978428.05,850512764090.7,1877.17,542.36,1721.58,2480.88,1518.49,8.53,67.66,11.62,7.61,8.79,79.75,6.78,2.78,1.9,4.58,10.57,53.12,17.06,11.61,7.63,16.71,44.28,20.87,12.71,5.44,6.96,81.75,5.88,3.26,2.14,6.74,78.64,7.57,4.7,2.33,729895984557.79,10038525466.82,15902398866.08,32172234.55,0.0,721784862.0,48796480094.86,11807031686.71,3919507.35,0.0,385056366.3,0.0,1532452696.1,9373295843.86,65464252109.28,971162519.89,12723580788.95,83501558.25,65943373787.51,10927988531.65,5818441206.65,393345277.1,34854138602.49,0.0,2450495944.37,1919660568.53,1743223939.27,136393264141.71,199096345250.84,130924683895.8,93666415.32,5465386726.14,205398783.46,0.0,0.0,0.0,37818279.34,0.0,0.0,33266143868.29,11090353663.36,1844659738.19,90469597.33,0.0,0.0,726205784.16,0.0,7852133309.21,6444653636.47,0.0,6528194059.67,0.0,0.0,1203482081.39,270442235.78,40685345803.15,607373878014.3,566688532211.15,11090353663.36,806929712008.66,795839358345.3,1203482081.39,72133120916.81,70929638835.42,270442235.78,559342577.49,288900341.71,129444170807.83,185313976853.6,50337158.68,72253192111.4,4885409270.0,772339510160.0,64.42,88.29,11304.0,46891.0,19518.0,3329.0,77380.0,3662.0,40378.0,40664.0,26869.0,54173.0,240000.0,230000.0,9.5,649.14,225750.0,9592114320003.31,13.25,179077.61,120000.0,144279.96,361567.98,210625.57,18092806909.73
2022-08-31,,15288545405.0,914186645254.04,69284206.97,4233087305.56,550010002.34,2258434524.41,10396115166.57,404343218.74,538805576.77,212004446.88,16351777963.46,59.82,71.84,43.33,62.58,69.7,13.04,8.84,17.17,12.26,12.08,31096298.23,33459493511.41,669764399.8,1581466888.94,12157404772.96,2061605818.9,377325282099.81,14628862262.42,70606994465.44,442172190707.76,0.84,2.41,2.19,0.8,0.8,20136286838.42,18479754139.49,7115413812.45,861063480563.97,1885.24,547.29,1733.99,2508.71,1529.08,8.48,67.69,11.86,7.6,7.38,81.38,6.7,2.73,1.81,4.37,11.11,52.31,17.54,11.7,7.34,15.5,45.32,20.92,13.02,5.24,5.89,83.04,5.8,3.2,2.06,6.42,79.04,7.7,4.64,2.19,738360574385.3,10348712235.23,15645850893.73,30282966.34,0.0,712706182.92,49078696402.02,11786639139.11,3945402.75,0.0,382220484.41,0.0,1510659127.41,9253092896.78,66661139405.47,961521874.64,12290594789.55,89772266.79,67179041696.31,11257384574.64,5855571351.2,389397202.97,35824783567.55,0.0,2411423848.32,2245109475.07,2195513425.26,141086118758.87,198465697014.31,134907383021.85,94295720.0,5728242387.79,205129922.43,0.0,0.0,0.0,38440723.69,0.0,0.0,32147985263.38,9829894499.41,1860981320.12,61497532.08,0.0,0.0,728790511.54,0.0,8035209125.81,6472007837.65,0.0,6554679561.71,0.0,0.0,1231879067.3,268422374.92,38138472443.31,608837516012.93,570699043569.62,9829894499.41,815369510581.02,805539616081.61,1231879067.3,73621260860.56,72389381793.26,268422374.92,563324564.14,294902189.22,133307305195.7,190567188941.38,285382123.73,74900155362.15,3603654550.0,757675857930.0,59.98,83.55,11242.0,45201.0,14534.0,2506.0,69431.0,4052.0,38658.0,34825.0,22590.0,50893.0,221000.0,210000.0,9.51,649.6,225000.0,9698450367283.898,13.75,165000.0,121910.26,154980.23,438551.27,216000.0,17506931205.85
