data_base,ocupacao,carteira_ativa,carteira_inadimplida_arrastada,numero_de_operacoes,ticket_medio
2023-03-01,PF - Autônomo,57864020173.87,1309339920.05,411997,140447.6735846863
2023-03-01,PF - Empregado de empresa privada,348986631246.38,4558827446.09,2962624,117796.4639611304
2023-03-01,PF - Empregado de entidades sem fins lucrativos,1018314742.76,11863141.39,8334,122187.99409167266
2023-03-01,PF - Empresário,160914012578.03,2234134715.42,732393,219709.92701736637
2023-03-01,PF - MEI,17744098881.53,374794265.4,159702,111107.55583230015
2023-03-01,PF - Outros,185723902435.04,5203740086.73,1993167,93180.30171834072
2023-03-01,PF - Servidor ou empregado público,154624746115.53,1317990794.3,1182890,130717.77267161781
2023-04-01,PF - Aposentado/pensionista,22916886787.23,308000526.22,247340,92653.37910257136
2023-04-01,PF - Autônomo,58513447964.12,1458725625.99,414206,141266.5387853387
2023-04-01,PF - Empregado de empresa privada,352541963977.34,5195486979.74,2981299,118251.1260954839
2023-04-01,PF - Empregado de entidades sem fins lucrativos,1030198515.29,12935073.92,8388,122818.13487005245
2023-04-01,PF - Empresário,162642419989.76,2487754752.1,734088,221557.1157541875
2023-04-01,PF - MEI,18028188734.24,429177736.9,161222,111822.13800994902
2023-04-01,PF - Outros,187249948010.26,5802851490.9800005,1996469,93790.56124100099
2023-04-01,PF - Servidor ou empregado público,155557575658.01,1482861391.2,1185403,131227.58729141904
2023-05-01,PF - Aposentado/pensionista,22899893677.98,314286608.46,246569,92874.17995765891
2023-05-01,PF - Autônomo,59122054395.46,1488793714.3,416993,141781.886975225
2023-05-01,PF - Empregado de empresa privada,356299949956.31,5364863761.87,2996795,118893.66805414118
2023-05-01,PF - Empregado de entidades sem fins lucrativos,1034333397.84,14302970.6,8373,123531.99544249373
2023-05-01,PF - Empresário,164254851416.2,2541785111.0,735634,223283.38741303422
2023-05-01,PF - MEI,18330521776.99,448794153.03000003,162976,112473.74936794376
2023-05-01,PF - Outros,189089537098.85,5861884286.01,2004506,94332.23801717232
2023-05-01,PF - Servidor ou empregado público,156434078858.16998,1541094880.7,1187424,131742.39265685214
2023-06-01,PF - Aposentado/pensionista,22842355714.0,281272671.9,245271,93131.09056513
2023-06-01,PF - Autônomo,59835819186.28,1388330279.36,419769,142544.63570744861
2023-06-01,PF - Empregado de empresa privada,358891915494.97,4938685608.2,3006798,119360.16835682675
2023-06-01,PF - Empregado de entidades sem fins lucrativos,1044412612.59,11737766.09,8441,123730.91015164081
2023-06-01,PF - Empresário,165894376519.83002,2354893203.63,737436,224961.04952813534
2023-06-01,PF - MEI,18681983154.57,422223142.14,164877,113308.6067466657
2023-06-01,PF - Outros,191736109268.13,5511765215.72,2019901,94923.51816654876
2023-06-01,PF - Servidor ou empregado público,157210855515.29,1416507458.87,1188408,132286.9380846393
2023-07-01,PF - Aposentado/pensionista,22854969947.89,285677713.28000003,245004,93284.06861883888
2023-07-01,PF - Autônomo,60590972005.1,1477008785.88,422273,143487.67741508456
2023-07-01,PF - Empregado de empresa privada,363171333725.31,5374046679.36,3030026,119857.4975017739
2023-07-01,PF - Empregado de entidades sem fins lucrativos,1053354939.6,14402842.44,8475,124289.66838938053
2023-07-01,PF - Empresário,167736400659.42,2535497503.03,739671,226771.63314422226
2023-07-01,PF - MEI,19046014121.81,439928601.63,167000,114047.9887533533
2023-07-01,PF - Outros,192763914161.36002,5776885818.28,2018414,95502.66405274638
2023-07-01,PF - Servidor ou empregado público,158186091728.85,1516362973.35,1191124,132804.05040016826
2023-08-01,PF - Aposentado/pensionista,22797032424.03,276189615.69,241606,94356.23463005885
2023-08-01,PF - Autônomo,61167455378.12,1419515521.09,422511,144771.27312216724
2023-08-01,PF - Empregado de empresa privada,366496008949.74,5305551738.39,3038668,120610.74423061025
2023-08-01,PF - Empregado de entidades sem fins lucrativos,1062603492.15,13838058.49,8510,124865.27522326674
2023-08-01,PF - Empresário,169231271751.57,2403723379.79,739549,228830.37060636957
2023-08-01,PF - MEI,19349763141.05,432356810.73,168091,115114.80769969837
2023-08-01,PF - Outros,195206660822.38,5735788125.78,2014326,96909.17002629167
2023-08-01,PF - Servidor ou empregado público,159037227756.05,1487596151.75,1190391,133600.83179060492
2023-09-01,PF - Aposentado/pensionista,22918697355.42,277762637.96,244331,93801.83994425595
2023-09-01,PF - Autônomo,61763454738.04,1340845298.03,425125,145283.04554669803
2023-09-01,PF - Empregado de empresa privada,372137050166.77,5052428719.17,3078819,120870.0641923965
2023-09-01,PF - Empregado de entidades sem fins lucrativos,1080536894.03,13504343.34,8642,125033.19764290673
2023-09-01,PF - Empresário,171129568742.18,2307195408.17,743790,230077.80252783714
2023-09-01,PF - MEI,19750148687.41,412997625.57,170938,115539.83717728066
2023-09-01,PF - Outros,195794806039.55,5458930956.2300005,2022919,96788.25797748203
2023-09-01,PF - Servidor ou empregado público,160419739543.28,1417385246.48,1199225,133769.50909402323
2023-10-01,PF - Aposentado/pensionista,22822345624.69,265880482.9,242882,93964.74676876013
2023-10-01,PF - Autônomo,62320233069.87,1267778969.79,426976,145957.22726773872
2023-10-01,PF - Empregado de empresa privada,374771934911.51,4740547546.67,3084314,121509.00813325428
2023-10-01,PF - Empregado de entidades sem fins lucrativos,1092077039.02,13917561.96,8650,126251.6808115607
2023-10-01,PF - Empresário,172635239920.31,2229303935.36,745614,231534.3326712079
2023-10-01,PF - MEI,19988427601.87,376783985.23,171851,116312.54750842298
2023-10-01,PF - Outros,199485790818.48,5284917673.69,2050979,97263.6925187825
2023-10-01,PF - Servidor ou empregado público,161287451210.99,1317622640.83,1200472,134353.36368610847
2023-11-01,PF - Aposentado/pensionista,22824259358.32,252740030.0,242520,94112.89525944252
2023-11-01,PF - Autônomo,62742633396.19,1212407756.43,428004,146593.5678082214
2023-11-01,PF - Empregado de empresa privada,378540443603.7,4537088183.59,3103521,121971.28474519748
2023-11-01,PF - Empregado de entidades sem fins lucrativos,1114793337.28,13205919.66,8799,126695.458265712
2023-11-01,PF - Empresário,174155686535.66998,2217943740.42,747529,232975.15753324618
2023-11-01,PF - MEI,20281936215.27,366056790.44,173325,117016.79628022501
2023-11-01,PF - Outros,201320158376.31,5059545191.73,2059051,97773.27437557884
2023-11-01,PF - Servidor ou empregado público,162430843613.11002,1285895273.02,1204159,134891.52480121813
2023-12-01,PF - Aposentado/pensionista,22732145660.21,238465721.4,241289,94211.2804985308
2023-12-01,PF - Autônomo,63261416035.48,1194170649.29,429530,147280.55324536122
2023-12-01,PF - Empregado de empresa privada,381295441699.6,4140851120.7,3110645,122577.61387094959
2023-12-01,PF - Empregado de entidades sem fins lucrativos,1106459509.33,11760316.68,8744,126539.28514752972
2023-12-01,PF - Empresário,175635133814.66,2139090007.96,749554,234319.52042769434
2023-12-01,PF - MEI,20489259962.2,353254726.59,174082,117698.90030100757
2023-12-01,PF - Outros,204891652929.21,4776727018.21,2085892,98227.35449832014
2023-12-01,PF - Servidor ou empregado público,163113643122.36,1176565140.3799999,1205875,135265.79713681765
